Name,Amount
Johnpaul Wolff,36.11
Johnson Corkery,40.85
Johnson Hilll,25.97
Johnson Marvin,28.130000000000003
Johnson O'Kon,49.239999999999995
Jolie Gleason,33.82
Jolie Hammes,46.14
Jon Treutel,24.490000000000002
Jon Wehner,15.66
Jonas Dietrich,41.58
Jonas Franey,30.86
Jonas Torphy,20.77
Jonas Walker,27.660000000000004
Jonatan Bergstrom,21.72
Jonathan Graham,23.54
Jonathan Steuber,15.09
Jonathan Wiegand,19.44
Jonathon Skiles,23.740000000000002
Jonathon Wintheiser,18.799999999999997
Jordan Bartell,8.65
Jordan Cartwright,67.97
Jordan Crist,26.29
Jordan Runolfsson,10.63
Jordan Von,15.149999999999999
Jordane Littel,47.42
Jordi Cassin,13.83
Jordi Collier,34.53
Jordi Fritsch,17.77
Jordi Kozey,48.69
Jordi Zboncak,23.369999999999997
Jordon Fahey,33.76
Jordon Green,25.08
Jordon Hand,33.83
Jordon Rosenbaum,36.76
Jordon Shields,21.07
Jordy Blick,8.43
Jordy Krajcik,48.67
Jordy Reinger,21.32
Jordy Stroman,14.669999999999998
Jordyn O'Hara,38.91
Jordyn Rodriguez,37.71
Jordyn Schmidt,13.670000000000002
Jordyn Swaniawski,13.940000000000001
Jordyn Weimann,30.63
Jordyn West,37.23
Jorge Fisher,31.02
Jorge Grant,12.790000000000001
Jorge Torp,67.21000000000001
Jose Hilpert,40.84
Jose Lehner,43.39
Jose Mayert,37.699999999999996
Jose Orn,21.71
Jose Torphy,52.31
Josefina Crona,38.58
Josefina Crooks,34.160000000000004
Joseph Howe,43.760000000000005
Joseph Moore,70.4
Joseph Murphy,74.51
Joseph Pacocha,37.519999999999996
Joseph Rolfson,39.59
Joseph Stoltenberg,21.65
Joseph Towne,49.47
Josephine Bahringer,20.58
Josephine Mertz,33.84
Josephine Powlowski,18.2
Josh Bauch,41.39
Josh Gulgowski,22.020000000000003
Josh Hoeger,22.12
Josh Johnson,33.230000000000004
Josh Kassulke,41.75
Josh Turner,45.52
Joshua Gulgowski,13.540000000000001
Joshua Hintz,29.42
Joshua Kshlerin,24.67
Joshua Schroeder,33.81
Joshua Ziemann,14.59
Joshuah Huels,34.78
Joshuah Nader,41.15
Josiah O'Connell,35.97
Josiah Prosacco,18.95
Josiah Rice,49.76
Josiane Hagenes,35.78
Josiane Morissette,41.83
Josiane Muller,23.150000000000002
Josianne Stark,54.85
Josie Mills,48.89
Josie West,43.980000000000004
Josue Kulas,24.44
Josue Ledner,26.700000000000003
Josue Ratke,51.89
Josue Schoen,32.28
Jovan Anderson,43.81
Jovan Champlin,30.810000000000002
Jovan Runolfsdottir,34.54
Jovan Runte,58.43
Jovani Bergstrom,33.660000000000004
Jovani Crona,59.99
Jovanny Bogan,19.209999999999997
Jovanny Leannon,24.799999999999997
Jovanny Moore,35.66
Jovany Bahringer,34.77
Jovany Bosco,35.44
Jovany Rosenbaum,45.78
Joy Casper,29.6
Joy Romaguera,14.879999999999999
Joyce D'Amore,26.1
Joyce Goodwin,28.84
Joyce Kessler,35.839999999999996
Joyce Price,36.49
Juana Ebert,40.87
Juana McClure,47.08
Juana Runolfsdottir,7.9399999999999995
Juanita Bartoletti,47.28
Juanita Blick,20.45
Juanita Crona,17.64
Juanita Hoppe,38.07
Juanita O'Hara,22.97
Juanita Pacocha,31.41
Judah Leffler,38.51
Judah Rice,21.990000000000002
Judah Schaefer,5.74
Judah Weissnat,13.36
Judd Hessel,54.83
Judd Ziemann,17.259999999999998
Jude Dibbert,58.11
Jude Koch,39.68
Jude Skiles,63.97
Judge Blick,15.260000000000002
Judge Gutmann,16.25
Judge Jones,25.05
Judge Kuvalis,38.09
Judge Reichert,48.85
Judge Reilly,21.939999999999998
Judson Cormier,10.32
Judson Kilback,14.67
Judson Murray,48.120000000000005
Judson Williamson,32.05
Judy Bayer,9.11
Judy Ledner,34.99
Jules Labadie,48.06
Jules Metz,45.7
Julia Ankunding,15.59
Julia Hammes,22.009999999999998
Julia Kunze,18.33
Julia Schowalter,19.4
Julia Torphy,31.92
Julian Hickle,72.58
Julian Jast,22.59
Julian MacGyver,18.88
Julian Torp,41.83
Juliana Blick,87.56
Juliana Gerhold,24.79
Juliana Herzog,32.08
Juliana Lakin,23.22
Juliana Ortiz,12.75
Juliana Powlowski,118.58
Juliana Reichert,38.96
Juliana Steuber,19.0
Julianne Yundt,23.72
Julie West,17.66
Julien Hartmann,48.57
Julien Lakin,10.56
Julien Torp,51.2
Juliet Block,5.67
Juliet Buckridge,51.64
Juliet Lebsack,15.26
Julio Gibson,20.450000000000003
Julio Shields,17.759999999999998
Julio Yost,18.0
Julius Brekke,38.099999999999994
Julius Greenholt,29.19
Julius Kautzer,6.17
Julius Schamberger,16.36
Julius Volkman,54.36
June Batz,34.45
June Smith,16.57
June Spinka,38.28
Junior Hartmann,24.19
Junior VonRueden,18.14
Junius Casper,5.81
Junius Fay,26.02
Junius Schmidt,33.589999999999996
Justen Doyle,19.23
Justen Hessel,26.11
Justen Kautzer,38.88
Justen Padberg,37.59
Justen Stark,12.42
Justice Beier,50.08
Justice Lang,20.32
Justice Metz,14.559999999999999
Justice Nader,21.51
Justice Senger,40.15
Justice Zemlak,14.059999999999999
Justina Buckridge,14.57
Justina Mills,43.41
Justina Pacocha,11.780000000000001
Justina Rohan,17.92
Justine Gerhold,25.93
Justine Russel,6.0600000000000005
Juston Beier,11.62
Juston Lang,20.55
Juston Olson,31.07
Juston Ritchie,33.28
Juston Rutherford,22.35
Justyn Mueller,6.64
Justyn Tillman,15.219999999999999
Juvenal Rice,42.370000000000005
Juvenal Simonis,48.43
Juwan Skiles,14.929999999999998
Kacey Hauck,13.48
Kacey Smitham,45.89
Kaci Hickle,21.75
Kaci Langosh,17.14
Kaci Mante,43.739999999999995
Kaci Reynolds,10.15
Kacie Schuster,50.22
Kade Littel,39.78
Kade Wilderman,11.71
Kaden Ferry,35.95
Kaden Gleichner,50.6
Kaela Hettinger,49.17
Kaela Schuster,3.0
Kaelyn Gulgowski,41.68
Kaia Bahringer,15.419999999999998
Kaia Bruen,17.61
Kaia Pacocha,6.3
Kaia Welch,46.59
Kailee Berge,21.16
Kailee D'Amore,37.1
Kailee Lueilwitz,33.68
Kailee Renner,22.22
Kailee Runolfsson,25.18
Kailee Zieme,16.919999999999998
Kailey Borer,32.16
Kailey Hayes,27.55
Kailey Kerluke,35.81
Kailey Kohler,30.86
Kailey Lynch,23.41
Kailey Schmeler,17.93
Kailey Walter,45.35
Kailyn Bruen,16.880000000000003
Kailyn Pfeffer,37.7
Kailyn Predovic,47.04
Kaitlin Predovic,64.8
Kaitlin Sipes,46.410000000000004
Kaitlyn Botsford,6.42
Kaitlyn Dibbert,11.56
Kaitlyn Okuneva,40.97
Kaitlyn Sauer,37.120000000000005
Kale Gleichner,20.46
Kale Hilpert,24.14
Kale O'Kon,44.89
Kale Ratke,35.650000000000006
Kale Wilkinson,42.83
Kaleb Kunde,21.98
Kaleb Waters,50.6
Kaleigh Fadel,12.68
Kaleigh Mosciski,18.92
Kaleigh Ondricka,60.53
Kaleigh Ryan,14.010000000000002
Kaleigh Stiedemann,30.409999999999997
Kaley Ankunding,54.31
Kaley Crooks,43.72
Kaley Predovic,30.35
Kaley Rau,33.42
Kaley Schmeler,41.24
Kaley Schowalter,21.3
Kaley Willms,2.21
Kali Fahey,38.11
Kali Leffler,14.08
Kallie Cummerata,24.61
Kallie Klocko,7.56
Kameron Paucek,21.69
Kamille Harvey,20.189999999999998
Kamille Hermiston,1.1
Kamille Kuvalis,35.55
Kamille Zulauf,68.2
Kamren Altenwerth,10.73
Kamren Mraz,10.59
Kamren Nolan,30.74
Kamren Schulist,30.659999999999997
Kamron Bogisich,32.05
Kamron Stark,11.01
Kamryn Bashirian,28.57
Kamryn Flatley,73.68
Kamryn Hirthe,20.37
Kamryn Metz,31.689999999999998
Kane Cruickshank,44.69
Kane Konopelski,16.72
Kara Lynch,18.67
Kareem Boehm,26.16
Kareem Prosacco,24.09
Karelle Bernier,35.15
Karelle O'Conner,58.53
Karelle Robel,54.07
Karen Daugherty,34.79
Karen Glover,20.31
Karen Lesch,42.93
Kari Parker,24.410000000000004
Kari Reilly,39.68
Kari Rolfson,21.98
Kariane Batz,14.09
Kariane Simonis,7.8
Kariane Wiegand,27.310000000000002
Karianne Doyle,55.68
Karianne Schinner,17.12
Karianne Ward,34.620000000000005
Karina Gusikowski,38.64
Karina Miller,21.939999999999998
Karina Torp,28.58
Karine Bruen,35.54
Karine Dietrich,16.71
Karine Gulgowski,16.53
Karine Pacocha,22.15
Karine Schowalter,18.8
Karl Bednar,35.3
Karl Donnelly,17.509999999999998
Karl Price,22.5
Karl Runolfsson,20.740000000000002
Karl Schuster,3.98
Karl Shanahan,36.129999999999995
Karl Willms,56.629999999999995
Karlee Bernier,26.56
Karlee Grady,28.099999999999998
Karlee Kreiger,18.67
Karlee Pagac,18.490000000000002
Karley Becker,11.76
Karley Dickens,26.87
Karley Dicki,12.9
Karley Homenick,36.93
Karley Kuvalis,44.03
Karley Mosciski,3.62
Karley Streich,25.92
Karley Zemlak,12.350000000000001
Karli Treutel,35.24
Karlie Howell,25.96
Karlie O'Keefe,21.2
Karlie Will,25.55
Karolann Armstrong,27.009999999999998
Karolann Carter,74.26
Karolann Howell,10.309999999999999
Karson Boehm,31.75
Karson Hermann,37.5
Karson Kuhn,58.5
Kasandra Kshlerin,30.17
Kasandra Rogahn,25.7
Kasandra Schoen,32.09
Kasey Berge,14.17
Kasey Gerhold,40.97
Kasey Heaney,6.57
Kasey Olson,15.84
Kasey Terry,28.44
Kassandra Ebert,7.24
Kassandra Grimes,21.84
Kassandra Keeling,20.2
Kassandra Stamm,7.83
Katarina Huels,27.220000000000002
Katelin Effertz,37.6
Katelin Von,12.27
Katelin Wisozk,41.52
Katelyn Monahan,29.630000000000003
Katelyn Watsica,39.43
Katelynn Boehm,38.63
Katelynn Dooley,54.32
Katelynn Harber,66.03
Katelynn Upton,9.3
Katharina Goyette,37.97
Katharina Klocko,59.019999999999996
Katharina Mayer,44.72
Katherine Toy,54.75
Katheryn Cremin,47.3
Katheryn Kautzer,73.41
Katheryn Keeling,33.99
Katheryn Stiedemann,23.54
Katheryn Swaniawski,49.99
Kathleen Ebert,41.43
Kathleen Kulas,53.15
Kathleen Skiles,29.23
Kathleen Wunsch,11.74
Kathleen Wyman,26.59
Kathlyn Block,2.28
Kathlyn Bradtke,35.510000000000005
Kathlyn Crooks,21.4
Kathlyn Grant,22.59
Kathryne Beatty,16.2
Kathryne Dare,45.96
Kathryne Franey,29.349999999999998
Kathryne Haag,66.38
Katlyn Boyle,12.09
Katlyn Conroy,21.04
Katlyn Franecki,15.74
Katlyn Mohr,14.28
Katlyn Rolfson,32.64
Katlynn Mertz,20.25
Katrina Feest,50.7
Katrina Schulist,23.17
Katrina Toy,57.7
Katrine Hamill,48.76
Katrine MacGyver,12.36
Katrine Orn,7.03
Katrine Schiller,18.83
Katrine Senger,18.35
Katrine Terry,76.59
Katrine Turner,49.56
Kattie Gerhold,36.980000000000004
Kattie Langworth,25.08
Kattie Olson,14.53
Kavon Carroll,39.69
Kavon Cruickshank,22.87
Kay Simonis,52.07
Kay Toy,9.34
Kay Yost,7.06
Kaya Cole,26.0
Kaya Jakubowski,44.39
Kaya Jerde,12.49
Kaya Torp,32.02
Kaycee Franecki,47.17
Kaycee Kuphal,45.43
Kaycee Nader,24.55
Kayden Beatty,24.02
Kayden Kirlin,14.89
Kayden Mann,30.07
Kaylah Armstrong,28.14
Kaylah Boyle,51.96
Kaylah Buckridge,4.5
Kaylah Pfannerstill,54.2
Kaylah Roob,2.9299999999999997
Kaylee Bahringer,11.83
Kaylee Keeling,23.810000000000002
Kaylee Schuppe,20.87
Kaylee Stiedemann,33.28
Kayleigh Medhurst,49.269999999999996
Kayleigh O'Hara,43.660000000000004
Kayley Conroy,23.7
Kayley Hettinger,34.4
Kayley Marks,28.73
Kayley Nikolaus,28.86
Kayley O'Keefe,2.94
Kayley Turcotte,81.02
Kayli DuBuque,9.35
Kayli Fadel,16.68
Kaylie Haley,44.23
Kaylie Hermann,46.09
Kaylie Langworth,31.74
Kaylie Rolfson,31.169999999999998
Kaylie Rosenbaum,40.82
Kaylie Steuber,25.45
Kaylin Grady,36.269999999999996
Kaylin Jacobi,18.189999999999998
Kaylin Kunde,18.53
Keagan Bauch,19.39
Keagan Borer,30.65
Keagan Haag,31.630000000000003
Keagan Kovacek,17.09
Keagan Roob,33.35
Keagan Schulist,49.98
Keanu Hand,40.09
Keanu Marquardt,22.31
Keanu Schneider,39.0
Keanu Sipes,13.79
Keara Grady,10.37
Keara Hagenes,31.490000000000002
Keara Heller,18.06
Keara Vandervort,21.81
Keaton Kuhic,29.26
Keaton Langosh,28.189999999999998
Keaton Spencer,37.94
Keaton Thiel,38.64
Keegan Jacobson,60.02
Keegan Kerluke,28.77
Keegan Kreiger,10.89
Keegan Wisozk,66.65
Keeley Jacobi,34.92
Keeley Nolan,25.11
Keeley Walker,49.64
Keely Altenwerth,44.94
Keely Bartell,41.730000000000004
Keely Grimes,46.65
Keely Herman,23.36
Keely Murray,26.82
Keenan Gulgowski,27.59
Keenan Larson,22.990000000000002
Keenan Swift,5.61
Keenan Walker,29.15
Keira Satterfield,36.32
Keira Stanton,39.46
Keira Wuckert,45.15
Keith Becker,17.69
Keith Klein,27.990000000000002
Keith Sauer,27.25
Keith VonRueden,9.06
Keith Zieme,26.5
Kellen Gutmann,24.35
Kellen Hickle,31.47
Kellen Pagac,30.339999999999996
Kellen Treutel,38.0
Kellen Wolff,24.240000000000002
Kelley Schaefer,9.56
Kelley Tillman,9.26
Kellie Bailey,115.57
Kellie Borer,40.63
Kellie Heidenreich,45.22
Kellie Homenick,23.44
Kellie Larkin,26.520000000000003
Kellie Leffler,64.53
Kellie Schroeder,23.549999999999997
Kelly Yundt,17.59
Kelsi Becker,16.98
Kelsi Feeney,32.7
Kelsi Williamson,32.94
Kelsie Hand,36.65
Kelsie McCullough,25.55
Kelsie Muller,37.25
Kelsie White,42.68
Kelton Dooley,14.57
Kelton Goyette,29.189999999999998
Kelton Kessler,42.2
Kelvin Feil,27.18
Kelvin Mante,13.22
Kelvin Walter,12.68
Ken Bernier,17.96
Ken Doyle,46.589999999999996
Ken Greenholt,25.560000000000002
Ken Schimmel,13.94
Ken Torp,6.22
Kendall Bogisich,53.410000000000004
Kendall Koepp,37.43
Kendra Bosco,11.49
Kendra Huel,15.850000000000001
Kendra Mosciski,31.46
Kendrick Murphy,18.33
Kendrick Willms,56.19
Kenna Bartell,38.76
Kenna Crona,22.04
Kenna Gorczany,27.07
Kenna Klocko,63.92999999999999
Kenna Kshlerin,21.96
Kenna Nicolas,24.62
Kenna Schaden,29.07
Kennedi Dickens,25.12
Kennedi Senger,20.0
Kennedi Ullrich,14.57
Kennedy Balistreri,50.78
Kennedy Braun,23.19
Kenneth White,26.409999999999997
Kennith Hagenes,49.41
Kennith Hermann,55.83
Kennith McClure,32.71
Kennith Nicolas,24.89
Kennith Wilkinson,50.35
Kenny Bergnaum,2.14
Kenny Lynch,49.47
Kenton Haley,28.810000000000002
Kenton Hammes,49.129999999999995
Kenton Ondricka,66.97
Kenton Predovic,44.4
Kenton Stehr,14.280000000000001
Kenton Witting,5.66
Kenya Deckow,19.08
Kenya Lueilwitz,29.759999999999998
Kenyatta Batz,16.74
Kenyatta Gutkowski,30.759999999999998
Kenyatta Kirlin,54.53
Kenyatta Mayer,55.459999999999994
Kenyatta Weissnat,46.73
Kenyon Beatty,25.41
Kenyon Gerhold,18.82
Kenyon Ondricka,26.96
Keon Gottlieb,23.44
Keon Rath,39.94
Keshaun McLaughlin,23.93
Keshaun O'Connell,37.230000000000004
Keshaun White,11.23
Keshawn Ullrich,19.35
Keven Jast,9.239999999999998
Keven Murazik,41.3
Keven Rodriguez,44.64
Keven Williamson,41.3
Kevin Maggio,16.49
Kevin Murphy,28.39
Kevin Ortiz,25.33
Kevin Schroeder,25.21
Kevon Harris,88.42
Kevon O'Conner,20.15
Kevon O'Hara,28.549999999999997
Keyon Daniel,20.65
Keyon Koepp,13.6
Keyon Kovacek,66.91
Keyon Lemke,57.040000000000006
Keyon Mertz,42.38
Keyon Murphy,41.23
Keyshawn Rowe,20.52
Keyshawn Swift,28.65
Khalid Hauck,14.68
Khalid Herzog,46.35
Khalid Jacobi,17.580000000000002
Khalid Jacobson,23.13
Khalid Mohr,35.480000000000004
Khalid O'Conner,17.05
Khalid Orn,23.42
Khalid Prosacco,15.440000000000001
Khalid Schoen,31.06
Khalil Aufderhar,57.32
Khalil Howell,22.560000000000002
Khalil Nicolas,10.46
Khalil Shields,30.03
Khalil Wilkinson,41.45
Kian Vandervort,26.28
Kiana Cartwright,63.87
Kiana Glover,47.15
Kianna Hickle,40.760000000000005
Kianna Kautzer,11.48
Kianna Quigley,25.200000000000003
Kiara Smith,17.95
Kiarra Buckridge,29.009999999999998
Kiarra McLaughlin,31.88
Kiel Lebsack,14.01
Kiel Leffler,35.01
Kiel Prosacco,53.24
Kiel Schultz,11.61
Kiera Ruecker,26.490000000000002
Kieran Waelchi,21.84
Kiley Herzog,27.52
Kiley Hills,18.16
Kiley Predovic,11.56
Kim Hirthe,35.3
Kim Schmitt,14.42
Kimberly Donnelly,61.45
King Hyatt,8.49
King Marvin,25.79
King Zieme,31.16
Kip Fritsch,26.14
Kip Gislason,20.799999999999997
Kip Waters,13.82
Kira Hauck,7.02
Kira Lemke,1.57
Kirk Balistreri,19.17
Kirk Feil,14.719999999999999
Kirk Huel,39.81
Kirk Koss,18.97
Kirsten Friesen,17.759999999999998
Kirsten Reichert,55.12
Kirsten Rodriguez,64.17
Kirsten Schaden,18.52
Kirstin Funk,4.09
Kirstin Kutch,25.52
Kitty Reichert,36.29
Kitty Shanahan,25.5
Kobe Barton,29.34
Kobe Bergstrom,25.63
Kobe Cassin,34.0
Kobe Glover,50.86
Koby O'Kon,52.33
Koby Okuneva,23.62
Kody Bartell,31.44
Kody Boyer,40.6
Kody Kohler,24.25
Kody Kshlerin,5.41
Kody O'Keefe,29.060000000000002
Kolby Cormier,29.48
Kolby Haag,45.01
Kolby Schmitt,31.189999999999998
Kole Gusikowski,1.91
Kole Hauck,44.06
Kole Howe,62.35
Korbin Berge,19.09
Korbin Dare,33.14
Korbin McKenzie,51.19
Korey Franecki,28.2
Korey Lynch,19.1
Korey Ortiz,35.81
Korey Schuppe,69.32000000000001
Kory Ziemann,17.3
Kraig Frami,19.6
Kris Braun,52.55
Kris Renner,6.64
Krista Gorczany,16.58
Krista Pfeffer,12.13
Kristian Fisher,31.759999999999998
Kristian Kulas,11.14
Kristian Rath,23.23
Kristian Willms,25.81
Kristin Hayes,20.99
Kristin Heller,44.61
Kristina Bartoletti,29.78
Kristina Koch,14.3
Kristina Lowe,23.27
Kristina Reilly,18.7
Kristina Weissnat,54.089999999999996
Kristofer Herzog,18.75
Kristoffer Hansen,81.06
Kristoffer Stanton,5.22
Kristopher Brown,4.46
Kristopher Klocko,46.27
Kristopher Rice,28.169999999999998
Kristopher Smitham,33.47
Kristy Rice,21.009999999999998
Kristy Simonis,31.04
Krystal Christiansen,77.09
Krystal Hammes,1.25
Krystal Larson,27.869999999999997
Krystal Upton,10.36
Krystal Von,14.56
Krystel Barrows,41.56
Krystel Grimes,14.66
Krystel Jenkins,25.67
Krystina Hintz,24.93
Krystina Konopelski,18.65
Kurt Hartmann,41.96
Kurt Hodkiewicz,28.04
Kurt Morissette,20.939999999999998
Kurt Reinger,20.83
Kurt Schuster,41.03
Kurtis Fritsch,16.91
Kurtis Medhurst,36.24
Kyla Marks,17.990000000000002
Kyle Cassin,34.269999999999996
Kyle Olson,41.41
Kyle VonRueden,46.62
Kylee Lubowitz,30.389999999999997
Kylee McLaughlin,35.129999999999995
Kylee Williamson,68.82
Kyleigh Cormier,37.55
Kyleigh Harvey,37.25
Kyler Aufderhar,30.59
Kyler Herman,58.410000000000004
Kylie Kiehn,37.87
Kylie Reynolds,25.1
Kyra Kuhn,51.51
Kyra McClure,21.759999999999998
Kyra Swaniawski,42.84
Lacy Purdy,21.91
Lacy Trantow,43.62
Ladarius Bode,29.9
Ladarius Glover,55.25
Ladarius Hyatt,26.58
Ladarius Kreiger,66.59
Laila Hermann,15.49
Laila Zemlak,35.7
Laisha Swaniawski,46.88
Lamar Cartwright,50.06
Lamar Mante,51.5
Lamar Stracke,55.86
Lambert Farrell,44.769999999999996
Lambert Willms,32.14
Lamont Beahan,27.269999999999996
Lamont Kerluke,37.2
Lance Gerlach,44.56
Lance Hayes,48.089999999999996
Lance Koepp,46.269999999999996
Lance Kshlerin,27.74
Lance Ullrich,32.86
Landen Bahringer,2.32
Landen Gottlieb,35.29
Landen Schoen,33.61
Lane Harris,45.86
Lane Kirlin,53.96
Lane Kling,33.7
Laney Bradtke,29.479999999999997
Laney O'Hara,25.119999999999997
Laney Pagac,16.25
Laney Wilkinson,36.68
Larissa Abshire,15.350000000000001
Larissa Bogisich,38.730000000000004
Larissa Ondricka,32.94
Larissa Stark,34.26
Larissa Williamson,28.47
Laron Balistreri,55.69
Laron Farrell,17.33
Laron Howe,38.879999999999995
Laron Jacobi,42.75
Larry Harber,32.48
Larry Kertzmann,13.84
Larry Padberg,53.489999999999995
Larue Farrell,29.340000000000003
Larue Gaylord,59.62
Larue Osinski,63.4
Larue Romaguera,20.48
Larue Russel,21.25
Laura Bins,39.269999999999996
Laura Hilpert,16.55
Laura Kreiger,30.430000000000003
Laura Mertz,13.499999999999998
Laurel Ernser,28.41
Laurel Lang,31.79
Lauren Carter,55.24
Lauren Herzog,36.7
Lauren Rodriguez,11.65
Lauren Stracke,43.21
Lauren Will,44.67
Laurence Bahringer,58.669999999999995
Laurence Hoeger,18.29
Laurence Kreiger,17.47
Laurence Monahan,41.64
Laurence Weissnat,28.21
Lauretta Hansen,11.83
Lauriane Kreiger,28.42
Lauriane Romaguera,21.619999999999997
Laurie Beer,42.53
Laurie Rath,25.049999999999997
Laurine Altenwerth,15.540000000000001
Laurine Buckridge,23.43
Laurine Herzog,30.46
Laurine Ortiz,28.18
Laurine Ratke,11.620000000000001
Laury Herzog,41.09
Laury Schneider,22.82
Lauryn Becker,35.769999999999996
Lauryn Howe,19.39
Lauryn Torp,26.52
Lavada Bartell,48.1
Lavada Bartoletti,31.32
Lavada Gleason,51.51
Lavada Kohler,13.89
Lavada Towne,12.59
Lavada Upton,28.42
Lavada Vandervort,35.77
Lavern Berge,31.080000000000002
Lavern Hamill,24.38
Lavern Mayert,22.45
Lavern Moore,29.38
Lavern Renner,31.57
Lavern Walsh,8.99
Laverna Cole,2.83
Laverne Klocko,31.89
Laverne Kreiger,26.14
Laverne Kunze,28.91
Laverne Morissette,38.68
Laverne Pollich,32.96
Lavina Gleason,13.28
Lavina Hane,39.97
Lavina Lueilwitz,19.74
Lavina McClure,16.61
Lavina Raynor,52.95
Lavina Reichert,35.3
Lavina Senger,53.99
Lavinia Rolfson,19.09
Lavinia Volkman,34.94
Lavon Kuhic,41.11
Lavon Lindgren,45.910000000000004
Lavonne Mraz,25.64
Lavonne Ullrich,16.88
Lawrence Crist,43.650000000000006
Lawrence Kerluke,42.23
Lawrence Murray,16.51
Lawrence Ruecker,50.54
Lawrence Streich,26.140000000000004
Lawson Cremin,35.86
Lawson Paucek,58.7
Lawson Spinka,22.48
Layla Fay,16.04
Layla Koch,22.37
Layla Marquardt,2.79
Layla Runte,19.47
Layne Ferry,18.55
Layne Legros,31.169999999999998
Layne Mohr,14.059999999999999
Lazaro Bauch,30.08
Lazaro Feeney,6.43
Lea DuBuque,50.7
Lea Price,79.83
Lea Schumm,23.99
Lea Vandervort,66.77
Lea Will,32.56
Leann Abbott,13.469999999999999
Leann Kris,50.31
Leann Prosacco,38.480000000000004
Leanna Abshire,27.54
Leanna Baumbach,34.339999999999996
Leanna Gleason,12.530000000000001
Leanna Miller,62.699999999999996
Leanna Stracke,25.740000000000002
Leanne Ankunding,24.73
Leanne Borer,57.86
Leatha Hand,41.019999999999996
Leatha Sawayn,27.15
Leda Walker,51.760000000000005
Lee Oberbrunner,45.239999999999995
Lee Smitham,27.96
Lee Tromp,26.74
Leif Beier,24.29
Leif Bernier,21.27
Leif Medhurst,28.46
Leif Moen,34.81
Leif Sauer,52.74
Leila Bashirian,44.07
Leila Jacobs,27.36
Leilani Bradtke,20.869999999999997
Leilani Hammes,28.47
Lela Fay,2.94
Lela Kunze,61.88
Lela Rogahn,64.46
Lela Schaefer,53.93
Lelah Denesik,36.04
Lelah Fahey,29.810000000000002
Lelah Marvin,17.8
Lelah Schmeler,43.11
Leland Doyle,8.32
Leland Lockman,34.51
Leland Ritchie,50.78
Lelia Mueller,64.01
Lempi Durgan,29.11
Lempi Franey,12.69
Lempi O'Conner,59.38
Lemuel Jast,43.64
Lemuel Luettgen,44.23
Lemuel Marvin,28.38
Lemuel Trantow,9.600000000000001
Lemuel Vandervort,32.54
Lenna Gottlieb,3.69
Lennie Nikolaus,23.37
Lennie Smith,40.21
Lennie Willms,32.77
Lenny D'Amore,52.05
Lenny Denesik,40.19
Lenny Hettinger,13.47
Lenny Mann,15.89
Lenora Jacobson,49.69
Lenora Lubowitz,64.14
Lenora Nitzsche,61.99
Lenora Stanton,37.79
Lenore Marks,25.939999999999998
Leo Deckow,41.18
Leo Hickle,38.68
Leola Borer,38.99
Leola Krajcik,77.16
Leola Lockman,5.03
Leola O'Kon,31.67
Leola Roob,2.75
Leola Rosenbaum,16.54
Leon Lynch,7.21
Leon Stamm,14.129999999999999
Leonard Koepp,19.54
Leonard Wunsch,43.6
Leonardo Greenholt,18.310000000000002
Leonardo Stark,53.25
Leone Conn,30.45
Leone Dicki,38.88
Leone Medhurst,55.309999999999995
Leonel Beatty,25.54
Leonel Hodkiewicz,15.709999999999999
Leonel Mann,7.93
Leonie Dare,21.41
Leonie Fisher,15.899999999999999
Leonie Hegmann,27.69
Leonie Kuhn,45.02
Leonor Pollich,33.52
Leonor Rolfson,34.23
Leonor Vandervort,23.14
Leonora O'Keefe,33.57
Leonora Reinger,48.79
Leopold Conroy,28.1
Leopold Hegmann,48.3
Leopold Monahan,5.54
Leopold Robel,55.3
Leopold Schamberger,17.58
Leopoldo Kulas,26.0
Leora Feil,38.03
Leora Rath,42.480000000000004
Lera Fay,24.759999999999998
Lera Jacobs,14.32
Lera Moore,50.31
Lera Will,15.149999999999999
Lesley Adams,21.39
Lesley Dooley,25.47
Lesley Kuhic,20.35
Lesley Pfannerstill,32.85
Lesley Yundt,43.33
Leslie Abbott,35.54
Leslie Collier,53.69
Leslie Crist,56.45
Lesly Carroll,29.29
Lesly Cartwright,32.5
Lessie Barrows,40.6
Lester Feeney,21.47
Lester Gorczany,50.15
Leta Anderson,19.990000000000002
Leta Bartell,28.97
Leta Cummerata,13.190000000000001
Leta Tromp,72.62
Leta White,23.14
Letha Cassin,13.35
Letha Deckow,63.650000000000006
Letha Howell,13.78
Letha McLaughlin,21.0
Letha Wiegand,27.33
Letha Wiza,44.480000000000004
Letitia Boyer,65.81
Letitia Windler,16.07
Levi Hegmann,34.44
Levi Runolfsson,45.11
Levi Senger,24.9
Lew Kub,23.509999999999998
Lew West,32.2
Lewis Blanda,17.94
Lewis Goyette,30.37
Lewis Rodriguez,27.84
Lewis Ullrich,21.130000000000003
Lexi Bednar,41.14
Lexi Cassin,39.019999999999996
Lexi Lowe,20.62
Lexi McGlynn,45.64
Lexi Price,17.92
Lexie Bayer,19.04
Lexie Dooley,1.15
Lexie Hettinger,44.06
Lexie Kuhlman,6.51
Lexie Marquardt,38.03
Lexie Moore,60.23
Lexus Bogisich,12.940000000000001
Lexus Cremin,44.21
